pre,id,Cuenta,Lenloc_Label,Lenloc_context0,Lenloc_context1,Lenloc_context2,Lenloc_context3,Lenloc_context4,Lenloc_context5,Lenloc_context6,Lenloc_context7,Lenloc_context8
L_PR,230,Administración General de servicios sociales.,lenloc3-prog-cuentas:AdministracionGeneralDeServiciosSociales,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,231,Acción social,lenloc3-prog-cuentas:Programas_ActuacionesDeProteccionYPromocionSocial_ServiciosSocialesYPromocionSocial_AccionSocial,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,232,Promoción social,lenloc3-prog-cuentas:PromocionSocial,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,233,Asistencia a personas dependientes,lenloc3-prog-cuentas:AsistenciaAPersonasDependientes,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,24,Fomento del Empleo,lenloc3-prog-cuentas:FomentoDelEmpleo,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,241,Fomento del Empleo,lenloc3-prog-cuentas:FomentoDelEmpleo_FomentoDelEmpleo,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,lenloc3-prog-cuentas:ProduccionDeBienesPublicosDeCaracterPreferente,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,31,Sanidad,lenloc3-prog-cuentas:Sanidad,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,312,"Hospitales, servicios asistenciales y centros de salud.",lenloc3-prog-cuentas:HospitalesServiciosAsistencialesYCentrosDeSalud,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,313,Acciones públicas relativas a la salud.,lenloc3-prog-cuentas:AccionesPublicasRelativasALaSalud,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,32,Educación,lenloc3-prog-cuentas:Educacion,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,320,Administración general de educación,lenloc3-prog-cuentas:AdministracionGeneralDeEducacion,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,321,Enseñanza preescolar y primaria,lenloc3-prog-cuentas:EnsenanzaPreescolarYPrimaria,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,322,Enseñanza secundaria,lenloc3-prog-cuentas:EnsenanzaSecundaria,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,323,Promoción educativa,lenloc3-prog-cuentas:PromocionEducativa,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,324,Servicios complementarios de educación,lenloc3-prog-cuentas:ServiciosComplementariosDeEducacion,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,33,Cultura,lenloc3-prog-cuentas:Cultura,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,330,Administración General de Cultura,lenloc3-prog-cuentas:AdministracionGeneralDeCultura,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,332,Bibliotecas y Archivos,lenloc3-prog-cuentas:BibliotecasYArchivos,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,333,Museos y Artes Plásticas,lenloc3-prog-cuentas:MuseosYArtesPlasticas,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,334,Promoción cultural,lenloc3-prog-cuentas:PromocionCultural,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,335,Artes escénicas,lenloc3-prog-cuentas:ArtesEscenicas,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,336,Arqueología y protección del Patrimonio Histórico-Artístico,lenloc3-prog-cuentas:ArqueologiaYProteccionDelPatrimonioHistorico-artistico,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,337,Ocio y tiempo libre,lenloc3-prog-cuentas:OcioYTiempoLibre,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,338,Fiestas populares y festejos,lenloc3-prog-cuentas:FiestasPopularesYFestejos,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,34,Deporte,lenloc3-prog-cuentas:Deporte,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,340,Administración General de Deportes.,lenloc3-prog-cuentas:AdministracionGeneralDeDeportes,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,341,Promoción y fomento del deporte.,lenloc3-prog-cuentas:PromocionYFomentoDelDeporte,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,342,Instalaciones deportivas.,lenloc3-prog-cuentas:InstalacionesDeportivas,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,4,ACTUACIONES DE CARÁCTER ECONÓMICO,lenloc3-prog-cuentas:ActuacionesDeCaracterEconomico,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,41,"Agricultura, Ganadería y Pesca",lenloc3-prog-cuentas:AgriculturaGanaderiaYPesca,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,410,"Administración General de Agricultura, Ganadería y Pesca",lenloc3-prog-cuentas:AdministracionGeneralDeAgriculturaGanaderiaYPesca,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,412,Mejora de las estructuras agropecuarias y de los sistemas productivos,lenloc3-prog-cuentas:MejoraDeLasEstructurasAgropecuariasYDeLosSistemasProductivos,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,414,Desarrollo rural,lenloc3-prog-cuentas:DesarrolloRural,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,415,Protección y desarrollo de los recursos pesqueros.,lenloc3-prog-cuentas:ProteccionYDesarrolloDeLosRecursosPesqueros,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,419,"Otras actuaciones en agricultura, ganadería y pesca",lenloc3-prog-cuentas:OtrasActuacionesEnAgriculturaGanaderiaYPesca,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,42,Industria y energía,lenloc3-prog-cuentas:IndustriaYEnergia,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,420,Administración General de Industria y energía,lenloc3-prog-cuentas:AdministracionGeneralDeIndustriaYEnergia,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,422,Industria,lenloc3-prog-cuentas:Industria,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,423,Minería,lenloc3-prog-cuentas:Mineria,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,425,Energía,lenloc3-prog-cuentas:Energia,lenloc3-econ-gast-cuentas:GastosDePersonal,lenloc3-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc3-econ-gast-cuentas:GastosFinancieros,lenloc3-econ-gast-cuentas:TransferenciasCorrientes,lenloc3-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,lenloc3-econ-gast-cuentas:InversionesReales,lenloc3-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc3-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc3-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
