pre,id,Cuenta,Penloc_Label,Penloc_context0,Penloc_context1,Penloc_context2,Penloc_context3,Penloc_context4,Penloc_context5,Penloc_context6,Penloc_context7,Penloc_context8
P_PR,24,Fomento del Empleo,penloc2-prog-cuentas:FomentoDelEmpleo,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,241,Fomento del Empleo,penloc2-prog-cuentas:FomentoDelEmpleo_FomentoDelEmpleo,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,penloc2-prog-cuentas:ProduccionDeBienesPublicosDeCaracterPreferente,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,31,Sanidad,penloc2-prog-cuentas:Sanidad,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,312,"Hospitales, servicios asistenciales y centros de salud.",penloc2-prog-cuentas:HospitalesServiciosAsistencialesYCentrosDeSalud,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,313,Acciones públicas relativas a la salud.,penloc2-prog-cuentas:AccionesPublicasRelativasALaSalud,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,32,Educación,penloc2-prog-cuentas:Educacion,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,320,Administración general de educación,penloc2-prog-cuentas:AdministracionGeneralDeEducacion,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,321,Enseñanza preescolar y primaria,penloc2-prog-cuentas:EnsenanzaPreescolarYPrimaria,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,322,Enseñanza secundaria,penloc2-prog-cuentas:EnsenanzaSecundaria,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,323,Promoción educativa,penloc2-prog-cuentas:PromocionEducativa,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,324,Servicios complementarios de educación,penloc2-prog-cuentas:ServiciosComplementariosDeEducacion,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,33,Cultura,penloc2-prog-cuentas:Cultura,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,330,Administración General de Cultura,penloc2-prog-cuentas:AdministracionGeneralDeCultura,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,332,Bibliotecas y Archivos,penloc2-prog-cuentas:BibliotecasYArchivos,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,333,Museos y Artes Plásticas,penloc2-prog-cuentas:MuseosYArtesPlasticas,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,334,Promoción cultural,penloc2-prog-cuentas:PromocionCultural,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,335,Artes escénicas,penloc2-prog-cuentas:ArtesEscenicas,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,336,Arqueología y protección del Patrimonio Histórico-Artístico,penloc2-prog-cuentas:ArqueologiaYProteccionDelPatrimonioHistorico-artistico,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,337,Ocio y tiempo libre,penloc2-prog-cuentas:OcioYTiempoLibre,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,338,Fiestas populares y festejos,penloc2-prog-cuentas:FiestasPopularesYFestejos,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,34,Deporte,penloc2-prog-cuentas:Deporte,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,340,Administración General de Deportes.,penloc2-prog-cuentas:AdministracionGeneralDeDeportes,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,341,Promoción y fomento del deporte.,penloc2-prog-cuentas:PromocionYFomentoDelDeporte,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,342,Instalaciones deportivas.,penloc2-prog-cuentas:InstalacionesDeportivas,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,4,ACTUACIONES DE CARÁCTER ECONÓMICO,penloc2-prog-cuentas:ActuacionesDeCaracterEconomico,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,41,"Agricultura, Ganadería y Pesca",penloc2-prog-cuentas:AgriculturaGanaderiaYPesca,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,410,"Administración General de Agricultura, Ganadería y Pesca",penloc2-prog-cuentas:AdministracionGeneralDeAgriculturaGanaderiaYPesca,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,412,Mejora de las estructuras agropecuarias y de los sistemas productivos,penloc2-prog-cuentas:MejoraDeLasEstructurasAgropecuariasYDeLosSistemasProductivos,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,414,Desarrollo rural,penloc2-prog-cuentas:DesarrolloRural,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,415,Protección y desarrollo de los recursos pesqueros.,penloc2-prog-cuentas:ProteccionYDesarrolloDeLosRecursosPesqueros,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,419,"Otras actuaciones en agricultura, ganadería y pesca",penloc2-prog-cuentas:OtrasActuacionesEnAgriculturaGanaderiaYPesca,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,42,Industria y energía,penloc2-prog-cuentas:IndustriaYEnergia,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,420,Administración General de Industria y energía,penloc2-prog-cuentas:AdministracionGeneralDeIndustriaYEnergia,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,422,Industria,penloc2-prog-cuentas:Industria,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,423,Minería,penloc2-prog-cuentas:Mineria,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,425,Energía,penloc2-prog-cuentas:Energia,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,43,"Comercio, turismo y pequeñas y medianas empresas",penloc2-prog-cuentas:ComercioTurismoYPequenasYMedianasEmpresas,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,430,"Administración General de Comercio, turismo y pequeñas y medianas empresas",penloc2-prog-cuentas:AdministracionGeneralDeComercioTurismoYPequenasYMedianasEmpresas,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,431,Comercio,penloc2-prog-cuentas:Comercio,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,432,Ordenación y promoción turística,penloc2-prog-cuentas:OrdenacionYPromocionTuristica,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
P_PR,433,Desarrollo empresarial,penloc2-prog-cuentas:DesarrolloEmpresarial,penloc2-econ-gast-cuentas:GastosDePersonal,penloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,penloc2-econ-gast-cuentas:GastosFinancieros,penloc2-econ-gast-cuentas:TransferenciasCorrientes,penloc2-econ-gast-cuentas:FondoDeContingenciaYOtrosImprevistos,penloc2-econ-gast-cuentas:InversionesReales,penloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,penloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,penloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
