pre,id,Cuenta,Lenloc_Label,Lenloc_context0,Lenloc_context1,Lenloc_context2,Lenloc_context3,Lenloc_context4
L_I,27,Recargos sobre impuestos indirectos de otros entes locales,lenloc3-econ-ingr-cuentas:RecargosSobreImpuestosIndirectosDeOtrosEntesLocales,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,270,Sobre impuestos de otros entes locales,lenloc3-econ-ingr-cuentas:SobreImpuestosDeOtrosEntesLocales,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,28,Impuestos indirectos extinguidos,lenloc3-econ-ingr-cuentas:ImpuestosIndirectosExtinguidos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,29,Otros impuestos indirectos,lenloc3-econ-ingr-cuentas:OtrosImpuestosIndirectos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,290,"Impuesto sobre construcciones, instalaciones y obras",lenloc3-econ-ingr-cuentas:ImpuestoSobreConstruccionesInstalacionesYObras,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,291,Impuesto sobre gastos suntuarios (Cotos de caza y pesca),lenloc3-econ-ingr-cuentas:ImpuestoSobreGastosSuntuariosCotosDeCazaYPesca,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,292,Arbitrio sobre importaciones y entregas de mercancías en Canarias (AIEM),lenloc3-econ-ingr-cuentas:ArbitrioSobreImportacionesYEntregasDeMercanciasEnCanariasAiem,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,293,Impuesto general indirecto canario (IGIC),lenloc3-econ-ingr-cuentas:ImpuestoGeneralIndirectoCanarioIgic,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,294,"Impuesto sobre la producción, los servicios y la importación (IPSI) de Ceuta y Melilla",lenloc3-econ-ingr-cuentas:ImpuestoSobreLaProduccionLosServiciosYLaImportacionIpsiDeCeutaYMelilla,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,295,Impuesto sobre primas de seguros,lenloc3-econ-ingr-cuentas:ImpuestoSobrePrimasDeSeguros,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,296,Impuesto sobre transmisiones patrimoniales y actos jurídicos documentados,lenloc3-econ-ingr-cuentas:ImpuestoSobreTransmisionesPatrimonialesYActosJuridicosDocumentados,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,299,Otros Impuestos indirectos,lenloc3-econ-ingr-cuentas:OtrosImpuestosIndirectos_OtrosImpuestosIndirectos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,3,"TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",lenloc3-econ-ingr-cuentas:TasasPreciosPublicosYOtrosIngresos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,30,Tasas por la prestación de servicios públicos básicos,lenloc3-econ-ingr-cuentas:TasasPorLaPrestacionDeServiciosPublicosBasicos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,300,Servicio de abastecimiento de agua,lenloc3-econ-ingr-cuentas:ServicioDeAbastecimientoDeAgua,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,301,Servicio de alcantarillado,lenloc3-econ-ingr-cuentas:ServicioDeAlcantarillado,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,302,Servicio de recogida de basuras,lenloc3-econ-ingr-cuentas:ServicioDeRecogidaDeBasuras,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,303,Servicio de tratamiento de residuos,lenloc3-econ-ingr-cuentas:ServicioDeTratamientoDeResiduos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,304,Canon de saneamiento,lenloc3-econ-ingr-cuentas:CanonDeSaneamiento,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,309,Otras tasas por prestación de servicios básicos,lenloc3-econ-ingr-cuentas:OtrasTasasPorPrestacionDeServiciosBasicos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,31,Tasas por la prestación de servicios públicos de carácter social y preferente,lenloc3-econ-ingr-cuentas:TasasPorLaPrestacionDeServiciosPublicosDeCaracterSocialYPreferente,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,310,Servicios hospitalarios,lenloc3-econ-ingr-cuentas:TasasPorLaPrestacionDeServiciosPublicosDeCaracterSocialYPreferente_ServiciosHospitalarios,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,311,Servicios asistenciales,lenloc3-econ-ingr-cuentas:TasasPorLaPrestacionDeServiciosPublicosDeCaracterSocialYPreferente_ServiciosAsistenciales,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,312,Servicios educativos,lenloc3-econ-ingr-cuentas:TasasPorLaPrestacionDeServiciosPublicosDeCaracterSocialYPreferente_ServiciosEducativos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,313,Servicios deportivos,lenloc3-econ-ingr-cuentas:TasasPorLaPrestacionDeServiciosPublicosDeCaracterSocialYPreferente_ServiciosDeportivos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,319,Otras tasas por prestación de servicios de carácter preferente,lenloc3-econ-ingr-cuentas:OtrasTasasPorPrestacionDeServiciosDeCaracterPreferente,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,32,Tasas por la realización de actividades de competencia local,lenloc3-econ-ingr-cuentas:TasasPorLaRealizacionDeActividadesDeCompetenciaLocal,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,320,Licencias de caza y pesca,lenloc3-econ-ingr-cuentas:LicenciasDeCazaYPesca,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,321,Licencias urbanísticas,lenloc3-econ-ingr-cuentas:LicenciasUrbanisticas,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,322,Cedulas de habitabilidad y licencias de primera ocupación,lenloc3-econ-ingr-cuentas:CedulasDeHabitabilidadYLicenciasDePrimeraOcupacion,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,323,Tasas por otros servicios urbanísticos,lenloc3-econ-ingr-cuentas:TasasPorOtrosServiciosUrbanisticos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,324,Tasas sobre el juego,lenloc3-econ-ingr-cuentas:TasasSobreElJuego,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,325,Tasa por expedición de documentos,lenloc3-econ-ingr-cuentas:TasaPorExpedicionDeDocumentos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,326,Tasa por retirada de vehículos,lenloc3-econ-ingr-cuentas:TasaPorRetiradaDeVehiculos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,329,Otras tasas por la realización de actividades de competencia local,lenloc3-econ-ingr-cuentas:OtrasTasasPorLaRealizacionDeActividadesDeCompetenciaLocal,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,33,Tasas por la utilización privativa o el aprovechamiento especial del dominio público local,lenloc3-econ-ingr-cuentas:TasasPorLaUtilizacionPrivativaOElAprovechamientoEspecialDelDominioPublicoLocal,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,330,Tasa de estacionamiento de vehículos,lenloc3-econ-ingr-cuentas:TasaDeEstacionamientoDeVehiculos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,331,Tasa por entrada de vehículos,lenloc3-econ-ingr-cuentas:TasaPorEntradaDeVehiculos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,332,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de suministros,lenloc3-econ-ingr-cuentas:TasaPorUtilizacionPrivativaOAprovechamientoEspecialPorEmpresasExplotadorasDeServiciosDeSuministros,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,333,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de telecomunicaciones,lenloc3-econ-ingr-cuentas:TasaPorUtilizacionPrivativaOAprovechamientoEspecialPorEmpresasExplotadorasDeServiciosDeTelecomunicaciones,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,334,Tasa por apertura de calas y zanjas,lenloc3-econ-ingr-cuentas:TasaPorAperturaDeCalasYZanjas,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,335,Tasa por ocupación de la vía pública con terrazas,lenloc3-econ-ingr-cuentas:TasaPorOcupacionDeLaViaPublicaConTerrazas,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,336,Tasa por ocupación de la vía pública con suspensión temporal del tráfico rodado,lenloc3-econ-ingr-cuentas:TasaPorOcupacionDeLaViaPublicaConSuspensionTemporalDelTraficoRodado,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,337,Tasas por aprovechamiento del vuelo,lenloc3-econ-ingr-cuentas:TasasPorAprovechamientoDelVuelo,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,338,Compensación de Telefónica de España S.A.,lenloc3-econ-ingr-cuentas:CompensacionDeTelefonicaDeEspanaSa,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,339,Otras tasas por utilización privativa del dominio público,lenloc3-econ-ingr-cuentas:OtrasTasasPorUtilizacionPrivativaDelDominioPublico,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,34,Precios públicos,lenloc3-econ-ingr-cuentas:PreciosPublicos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,340,Servicios hospitalarios,lenloc3-econ-ingr-cuentas:PreciosPublicos_ServiciosHospitalarios,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,341,Servicios asistenciales,lenloc3-econ-ingr-cuentas:PreciosPublicos_ServiciosAsistenciales,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,342,Servicios educativos,lenloc3-econ-ingr-cuentas:PreciosPublicos_ServiciosEducativos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,343,Servicios deportivos,lenloc3-econ-ingr-cuentas:PreciosPublicos_ServiciosDeportivos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,344,"Entradas a museos, exposiciones, espectáculos",lenloc3-econ-ingr-cuentas:EntradasAMuseosExposicionesEspectaculos,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
L_I,345,Servicio de transporte público urbano,lenloc3-econ-ingr-cuentas:ServicioDeTransportePublicoUrbano,lenloc3-econ-ingr-importes:PrevisionDefinivaDelEjercicioCorriente,lenloc3-econ-ingr-importes:DerechosReconocidosDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDelEjercicioCorriente,lenloc3-econ-ingr-importes:RecaudacionLiquidaDeEjerciciosCerrados,lenloc3-econ-ingr-importes:PrevisionInicialDelEjercicioCorriente
