pre,id,Cuenta,Lenloc_Label,Lenloc_context0,Lenloc_context1,Lenloc_context2,Lenloc_context3,Lenloc_context4,Lenloc_context5,Lenloc_context6,Lenloc_context7
L_PR,32,Educación,lenloc2-prog-cuentas:Educacion,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,320,Administración general de educación,lenloc2-prog-cuentas:AdministracionGeneralDeEducacion,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,321,Enseñanza preescolar y primaria,lenloc2-prog-cuentas:EnsenanzaPreescolarYPrimaria,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,322,Enseñanza secundaria,lenloc2-prog-cuentas:EnsenanzaSecundaria,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,323,Promoción educativa,lenloc2-prog-cuentas:PromocionEducativa,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,324,Servicios complementarios de educación,lenloc2-prog-cuentas:ServiciosComplementariosDeEducacion,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,33,Cultura,lenloc2-prog-cuentas:Cultura,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,330,Administración General de Cultura,lenloc2-prog-cuentas:AdministracionGeneralDeCultura,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,332,Bibliotecas y Archivos,lenloc2-prog-cuentas:BibliotecasYArchivos,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,333,Museos y Artes Plásticas,lenloc2-prog-cuentas:MuseosYArtesPlasticas,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,334,Promoción cultural,lenloc2-prog-cuentas:PromocionCultural,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,335,Artes escénicas,lenloc2-prog-cuentas:ArtesEscenicas,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,336,Arqueología y protección del Patrimonio Histórico-Artístico,lenloc2-prog-cuentas:ArqueologiaYProteccionDelPatrimonioHistorico-artistico,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,337,Ocio y tiempo libre,lenloc2-prog-cuentas:OcioYTiempoLibre,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,338,Fiestas populares y festejos,lenloc2-prog-cuentas:FiestasPopularesYFestejos,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,34,Deporte,lenloc2-prog-cuentas:Deporte,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,340,Administración General de Deportes.,lenloc2-prog-cuentas:AdministracionGeneralDeDeportes,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,341,Promoción y fomento del deporte.,lenloc2-prog-cuentas:PromocionYFomentoDelDeporte,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,342,Instalaciones deportivas.,lenloc2-prog-cuentas:InstalacionesDeportivas,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,4,ACTUACIONES DE CARÁCTER ECONÓMICO,lenloc2-prog-cuentas:ActuacionesDeCaracterEconomico,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,41,"Agricultura, Ganadería y Pesca",lenloc2-prog-cuentas:AgriculturaGanaderiaYPesca,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,410,"Administración General de Agricultura, Ganadería y Pesca",lenloc2-prog-cuentas:AdministracionGeneralDeAgriculturaGanaderiaYPesca,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,412,Mejora de las estructuras agropecuarias y de los sistemas productivos,lenloc2-prog-cuentas:MejoraDeLasEstructurasAgropecuariasYDeLosSistemasProductivos,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,414,Desarrollo rural,lenloc2-prog-cuentas:DesarrolloRural,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,415,Protección y desarrollo de los recursos pesqueros.,lenloc2-prog-cuentas:ProteccionYDesarrolloDeLosRecursosPesqueros,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,419,"Otras actuaciones en agricultura, ganadería y pesca",lenloc2-prog-cuentas:OtrasActuacionesEnAgriculturaGanaderiaYPesca,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,42,Industria y energía,lenloc2-prog-cuentas:IndustriaYEnergia,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,420,Administración General de Industria y energía,lenloc2-prog-cuentas:AdministracionGeneralDeIndustriaYEnergia,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,422,Industria,lenloc2-prog-cuentas:Industria,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,423,Minería,lenloc2-prog-cuentas:Mineria,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,425,Energía,lenloc2-prog-cuentas:Energia,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,43,"Comercio, turismo y pequeñas y medianas empresas",lenloc2-prog-cuentas:ComercioTurismoYPequenasYMedianasEmpresas,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,430,"Administración General de Comercio, turismo y pequeñas y medianas empresas",lenloc2-prog-cuentas:AdministracionGeneralDeComercioTurismoYPequenasYMedianasEmpresas,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,431,Comercio,lenloc2-prog-cuentas:Comercio,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,432,Ordenación y promoción turística,lenloc2-prog-cuentas:OrdenacionYPromocionTuristica,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,433,Desarrollo empresarial,lenloc2-prog-cuentas:DesarrolloEmpresarial,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,439,Otras actuaciones sectoriales,lenloc2-prog-cuentas:OtrasActuacionesSectoriales,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,44,Transporte público,lenloc2-prog-cuentas:TransportePublico,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,440,Administración general del transporte,lenloc2-prog-cuentas:AdministracionGeneralDelTransporte,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,441,"Promoción, mantenimiento y desarrollo del transporte",lenloc2-prog-cuentas:PromocionMantenimientoYDesarrolloDelTransporte,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,442,Infraestructuras del transporte,lenloc2-prog-cuentas:InfraestructurasDelTransporte,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,45,Infraestructuras,lenloc2-prog-cuentas:Infraestructuras,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,450,Administración General de Infraestructuras,lenloc2-prog-cuentas:AdministracionGeneralDeInfraestructuras,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,452,Recursos Hidráulicos,lenloc2-prog-cuentas:RecursosHidraulicos,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,453,Carreteras,lenloc2-prog-cuentas:Carreteras,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
L_PR,454,Caminos vecinales.,lenloc2-prog-cuentas:CaminosVecinales,lenloc2-econ-gast-cuentas:GastosDePersonal,lenloc2-econ-gast-cuentas:GastosCorrientesEnBienesYServicios,lenloc2-econ-gast-cuentas:GastosFinancieros,lenloc2-econ-gast-cuentas:TransferenciasCorrientes,lenloc2-econ-gast-cuentas:InversionesReales,lenloc2-econ-gast-cuentas:EconomicaGastos_TransferenciasDeCapital,lenloc2-econ-gast-cuentas:EconomicaGastos_ActivosFinancieros,lenloc2-econ-gast-cuentas:EconomicaGastos_PasivosFinancieros
